10391862	() 0.0 25229
10397542	(57445902 15915289 14323417 14459145 13140242 ) 0.0 25229
10404232	(45579120 ) 0.0 25229
104323	(10316422 ) 0.0 25229
1044881	(39293248 ) 0.0 25229
10452452	(26179147 55779190 43053339 27936155 17931183 ) 0.0 25229
10465942	() 0.0 25229
10468472	() 0.0 25229
10469182	() 0.0 25229
10471772	(16404741 35673669 47551597 1173 849791 14136886 15634786 ) 0.0 25229
10473582	(1035491 55189995 53587694 31803107 20263066 18573075 17535843 17535841 17517978 17468701 2000931 17329107 16613852 16478093 16404741 15795035 15775576 14257808 14173971 14136886 8200222 54368334 ) 0.0 25229
10511742	(22901704 34552831 ) 0.0 25229
1053341	(16723682 8877252 14574514 15448838 18754728 18813684 19786509 19907248 29730809 47564682 58082243 ) 0.0 25229
10544982	(6023362 ) 0.0 25229
10569112	(53879478 7018432 ) 0.0 25229
10570042	(44676375 18971388 ) 0.0 25229
10609702	() 0.0 25229
10655162	(57729295 ) 0.0 25229
10681192	() 0.0 25229
10685452	(53999980 ) 0.0 25229
10693622	(17367702 15462175 18971843 23546582 14401862 ) 0.0 25229
1070451	(22754880 13683952 16375404 ) 0.0 25229
10713442	() 0.0 25229
10743722	(16248757 ) 0.0 25229
10752192	(17995265 14825816 ) 0.0 25229
10770442	(16404741 ) 0.0 25229
10777542	(7212162 ) 0.0 25229
10786562	(7623082 ) 0.0 25229
10794402	(6023362 ) 0.0 25229
10799742	(17516031 ) 0.0 25229
10801632	() 0.0 25229
10817892	(6634482 ) 0.0 25229
10832702	(18098583 19645096 19674860 20050577 ) 0.0 25229
10833	(10316422 ) 0.0 25229
10849962	(27071946 ) 0.0 25229
10882812	(45390617 11879622 38271698 23521478 51872071 ) 0.0 25229
10897282	(43328190 34556001 19619709 1276151 19482545 ) 0.0 25229
10898042	(15644074 ) 0.0 25229
10917562	(40408596 ) 0.0 25229
10936232	(16149024 ) 0.0 25229
10941332	() 0.0 25229
10942052	(15612594 ) 0.0 25229
10943702	() 0.0 25229
10946732	(41411011 51826911 ) 0.0 25229
10949582	() 0.0 25229
10960352	() 0.0 25229
11013202	(19535951 37889873 14061431 ) 0.0 25229
11023172	(33818464 22433124 14432482 21219499 51963929 35070426 ) 0.0 25229
11023192	(37982742 ) 0.0 25229
11038	(1295261 4026171 4231361 10316422 ) 0.0 25229
11061862	(7423242 ) 0.0 25229
11074522	(22210030 ) 0.0 25229
11100652	(18798947 ) 0.0 25229
11115252	() 0.0 25229
11147302	(17009384 ) 0.0 25229
11167432	(3673361 ) 0.0 25229
11198092	(23851798 14452742 ) 0.0 25229
11200532	(18972754 ) 0.0 25229
11240192	(11306852 52671231 19595488 ) 0.0 25229
11243392	() 0.0 25229
11250842	(58377631 ) 0.0 25229
11266062	(31242715 17909456 ) 0.0 25229
11268782	(26342235 19907040 14231885 ) 0.0 25229
11272472	(9753392 16079499 ) 0.0 25229
11272522	() 0.0 25229
11289162	(18285928 11430852 14368532 ) 0.0 25229
11306852	(17909456 17425246 11240192 14966703 ) 0.0 25229
11314122	(49897000 33351935 ) 0.0 25229
1132291	(1035491 ) 0.0 25229
11324302	() 0.0 25229
11336772	(6832752 30681014 ) 0.0 25229
11351232	(19391038 ) 0.0 25229
11369332	(22083 ) 0.0 25229
11381462	() 0.0 25229
11381862	(26858380 ) 0.0 25229
11401172	(1276151 15922302 ) 0.0 25229
11401572	(38811546 ) 0.0 25229
11408242	(6634482 ) 0.0 25229
11412732	(23076040 ) 0.0 25229
11427902	() 0.0 25229
11430852	(54782389 56242019 9342392 11289162 14368532 ) 0.0 25229
11457232	(60410972 ) 0.0 25229
11464132	(28312362 47675454 ) 0.0 25229
11531	(10316422 ) 0.0 25229
11595562	(44052959 1436551 4122611 9536212 14297336 15766161 15922302 17476100 23863450 ) 0.0 25229
1160471	(57035011 ) 0.0 25229
11607692	(22473506 ) 0.0 25229
11645882	(15250162 18032675 20410266 ) 0.0 25229
11662712	(55317852 ) 0.0 25229
1172631	(6721492 7848592 17995265 8180702 ) 0.0 25229
1173	(6634482 7768622 10471772 14803082 15218013 18428304 54997958 59508904 6267522 1173 ) 0.0 25229
11746652	(6634482 7050752 54870610 55058256 56357002 ) 0.0 25229
11760082	(1035491 16195180 ) 0.0 25229
11767712	(49758655 ) 0.0 25229
11769232	(1276151 59561963 ) 0.0 25229
11773412	() 0.0 25229
11778002	(7455242 16450860 21370210 26004327 ) 0.0 25229
11784442	() 0.0 25229
11787172	(17969580 ) 0.0 25229
11797022	(22405324 19721130 ) 0.0 25229
11809172	(16404741 23970770 ) 0.0 25229
11821162	(26483913 ) 0.0 25229
11826932	(15478221 ) 0.0 25229
11841902	(796409 7479922 19819748 43549149 61149267 ) 0.0 25229
11859822	(14577517 16581832 17425246 18801880 20439922 22107051 22679783 23845287 27633275 14144487 28203096 8460332 29793576 15356324 ) 0.0 25229
11868	(18383462 10316422 ) 0.0 25229
11879622	(17056511 18040544 54415282 41612275 29294901 27252484 24612449 23123427 23007468 22944844 21121237 20575748 17915711 17867420 17329107 16976485 16861656 16523341 16434256 16404741 16335920 16003225 15859588 15713200 15695411 15598374 15250162 15143706 14731900 14569735 14430421 9536212 1035491 ) 0.0 25229
11888702	(27679004 8877252 ) 0.0 25229
11889182	(14178941 ) 0.0 25229
11907122	(19638907 44357322 ) 0.0 25229
11917682	(18779678 ) 0.0 25229
11925472	(36019258 ) 0.0 25229
11937482	(49261789 27205509 ) 0.0 25229
11939772	(16476512 14809767 10897282 ) 0.0 25229
11949442	(14352854 ) 0.0 25229
11961192	(36769917 14388192 ) 0.0 25229
11961232	(19341458 15746645 15965708 27052060 ) 0.0 25229
11970082	(26036425 43019668 1035491 5974052 14278066 14626188 43074937 16480411 18030304 ) 0.0 25229
11980612	(5573992 ) 0.0 25229
11989632	(817200 28515559 17285742 ) 0.0 25229
12016992	(6634482 ) 0.0 25229
12023932	(17958545 51872071 ) 0.0 25229
12030222	(893121 49636302 ) 0.0 25229
12036682	(15917594 ) 0.0 25229
12036782	() 0.0 25229
12050592	() 0.0 25229
12054802	(15922302 ) 0.0 25229
12058012	() 0.0 25229
12060192	() 0.0 25229
12069892	(18082478 ) 0.0 25229
1208061	() 0.0 25229
12087642	() 0.0 25229
12129542	() 0.0 25229
1214091	(56492022 1035491 8059272 ) 0.0 25229
12161622	(13492492 56700661 50696651 42754488 ) 0.0 25229
12164832	(16713736 ) 0.0 25229
12182252	(893121 24276026 21092224 51941633 ) 0.0 25229
12191452	(54826884 ) 0.0 25229
12213522	(1637771 ) 0.0 25229
12214	(10316422 ) 0.0 25229
12255472	(35016752 ) 0.0 25229
12315932	(49659124 ) 0.0 25229
12330862	(17329107 ) 0.0 25229
12357962	(6634482 17602896 ) 0.0 25229
12359162	(25025831 ) 0.0 25229
12378232	(9004722 ) 0.0 25229
12389572	(9917182 ) 0.0 25229
12401232	() 0.0 25229
12405332	() 0.0 25229
12406922	(14082641 ) 0.0 25229
12408632	(15598374 ) 0.0 25229
12421482	(38697088 ) 0.0 25229
12423152	(16381256 ) 0.0 25229
12439162	(57137042 16397910 ) 0.0 25229
12457402	() 0.0 25229
12461132	(37794593 17602896 36393979 23682192 22323134 ) 0.0 25229
12487002	(22083 14164650 ) 0.0 25229
12499232	(43330814 41141620 35872905 35784143 24448650 23622750 23171996 21455618 19599271 52060522 ) 0.0 25229
12504442	(19870382 36726043 ) 0.0 25229
12518282	(14121929 18388767 ) 0.0 25229
12519682	(14993466 ) 0.0 25229
12523342	(41874842 ) 0.0 25229
12549612	(2181141 ) 0.0 25229
12563582	(17618764 17995265 18022942 16346010 18311765 18708455 22553697 26340326 27312096 31579244 38932246 ) 0.0 25229
12566262	(15164637 ) 0.0 25229
12572512	(28097795 ) 0.0 25229
12611272	() 0.0 25229
12614892	(21314454 51907059 16050960 51976673 14980653 24432205 14432482 ) 0.0 25229
12637952	(25497407 ) 0.0 25229
12661842	(14537988 ) 0.0 25229
12709022	(50150226 18837053 18563050 ) 0.0 25229
12716	(43684564 53198951 38461590 27052060 19430148 18765489 16454410 15738014 15660129 15074233 14467351 14285063 10316422 9567952 9295102 2000931 1035491 772527 ) 0.0 25229
12725722	(32483003 5034371 ) 0.0 25229
12747912	(16625432 18187419 ) 0.0 25229
12752692	(9270162 52112494 ) 0.0 25229
12757512	(6634482 ) 0.0 25229
1276151	(2627601 12087642 11769232 11401172 10897282 9654012 7374322 7210882 6624912 58187056 34556001 32358845 29058243 28955916 23335500 22523248 21751917 21499827 19898771 19706253 5685642 18098583 17915072 17329107 15216625 14809767 14679179 12405332 ) 0.0 25229
12781152	(16830469 17350163 15359559 ) 0.0 25229
12790422	(27799066 ) 0.0 25229
1281581	(23654392 15742985 20981010 54277373 ) 0.0 25229
12835532	(35240264 29475891 ) 0.0 25229
12847662	(35445773 ) 0.0 25229
12848512	(26252286 ) 0.0 25229
12873392	(41653796 ) 0.0 25229
1288101	(31573207 60864340 18087351 20195807 46821264 36087825 35353511 33037390 22785605 25225962 ) 0.0 25229
12883422	() 0.0 25229
12890852	(23901899 ) 0.0 25229
12913632	(19595488 ) 0.0 25229
12921592	() 0.0 25229
12940052	() 0.0 25229
12949472	(52211505 ) 0.0 25229
1295261	(11038 4026171 14059728 17362320 ) 0.0 25229
12958122	(23668206 14245263 15449444 17009384 ) 0.0 25229
13024112	() 0.0 25229
13035282	(29429174 25133231 38381745 19723418 18970404 18837053 16924832 16412367 15713200 ) 0.0 25229
13053942	(1035491 26275429 15936314 ) 0.0 25229
13074112	(28889056 ) 0.0 25229
13076502	(25535964 6820332 14280416 16454410 17344056 18949610 ) 0.0 25229
13090022	(16196825 ) 0.0 25229
13105352	(16409748 ) 0.0 25229
13109072	(30457500 ) 0.0 25229
13109572	(802318 ) 0.0 25229
13115312	(23338952 5918802 ) 0.0 25229
13120112	(14697921 ) 0.0 25229
1313991	(5537782 820678 14461997 ) 0.0 25229
13140242	() 0.0 25229
13157822	(33104708 ) 0.0 25229
13191192	() 0.0 25229
13203362	(24710047 16629016 18077668 19367890 15778584 ) 0.0 25229
1320571	() 0.0 25229
13220962	(46731940 8544732 14562877 44634395 31061974 21150361 41766998 18022942 15964868 22273082 ) 0.0 25229
13221842	(17220905 18903728 ) 0.0 25229
13247382	(50152014 ) 0.0 25229
13269012	(16404741 17119513 18765489 ) 0.0 25229
13282762	(51074214 ) 0.0 25229
13297492	(20809660 ) 0.0 25229
13315712	(20642205 ) 0.0 25229
13334362	() 0.0 25229
13357222	(19387763 ) 0.0 25229
13375242	(58022067 14692618 15923145 19152887 29014867 36019258 ) 0.0 25229
13377222	(16621333 59399351 ) 0.0 25229
13391382	(55674072 ) 0.0 25229
13394632	(24609133 29839532 ) 0.0 25229
13417312	() 0.0 25229
13434092	(15568857 ) 0.0 25229
13436352	(30844898 ) 0.0 25229
13436572	(23867508 57661997 ) 0.0 25229
13442812	(3552391 ) 0.0 25229
13445242	(17602896 21194931 54546812 13683952 ) 0.0 25229
13485572	(13729442 9437602 ) 0.0 25229
13492492	(46736448 15451854 24612449 25025831 50025626 25497062 24459094 15458364 15074233 43892476 27064778 44724041 27875464 34849545 14430421 14245505 16645795 14821347 22231841 18911420 18399720 17977551 17680260 16924832 15713200 9768252 41918388 12161622 ) 0.0 25229
13492532	() 0.0 25229
13507222	(23924072 ) 0.0 25229
1352411	(25976071 44282690 28064852 ) 0.0 25229
13529642	(14949181 15795035 ) 0.0 25229
13540812	(16820257 18909758 14278066 14760957 ) 0.0 25229
13559632	(52986629 53629546 ) 0.0 25229
13565942	(18035256 ) 0.0 25229
13605772	(9648652 ) 0.0 25229
13631132	() 0.0 25229
1363711	(41228944 35423569 46736448 23668206 18056981 41119362 ) 0.0 25229
13660162	(49268299 ) 0.0 25229
13666642	(42425593 ) 0.0 25229
13681932	() 0.0 25229
13683952	(18146933 17602896 58775750 55268480 54153290 49008438 47686366 35344169 34036060 31084116 25832137 1070451 7280572 25732227 25139497 24897827 24221332 22229568 21071157 21029741 13445242 14821347 20943823 20639600 15079798 16375404 16942928 19723418 19599726 17299833 19172189 18952127 18675263 18567397 17517978 ) 0.0 25229
13688042	(8273852 ) 0.0 25229
13696482	(14641650 ) 0.0 25229
13698852	(13712362 ) 0.0 25229
13703802	(6968082 16242852 5974052 ) 0.0 25229
13704512	(14410206 ) 0.0 25229
13712362	(13698852 ) 0.0 25229
13729442	(16219225 27707455 54532402 27502860 15893110 9114042 ) 0.0 25229
13755282	(6820332 ) 0.0 25229
13771942	(40374162 ) 0.0 25229
13786522	(17363872 45614206 ) 0.0 25229
13794362	(14531815 ) 0.0 25229
13818302	(15795290 ) 0.0 25229
13831232	(16381256 ) 0.0 25229
13841682	(17224151 ) 0.0 25229
13851562	() 0.0 25229
1385451	(29949064 14236210 ) 0.0 25229
13898542	(27071754 26004327 30808059 15211996 16454410 14569735 ) 0.0 25229
13908202	(14285063 ) 0.0 25229
13910972	(1035491 43690785 40537978 34549664 34481089 22185052 21731864 ) 0.0 25229
13912332	(7280572 ) 0.0 25229
13960412	(19818565 ) 0.0 25229
13968142	(15566913 ) 0.0 25229
14016492	() 0.0 25229
1403261	(3262301 5974052 17653701 17119513 17977551 18333883 15477298 44933134 18445982 14136886 16549129 16454410 26431930 15955275 17813816 41024391 ) 0.0 25229
14046753	(47005478 ) 0.0 25229
14049014	(14465628 ) 0.0 25229
14050847	(14791155 ) 0.0 25229
14051946	(6634482 47432403 ) 0.0 25229
14051982	(44388165 10083252 ) 0.0 25229
14052345	(6036242 ) 0.0 25229
14052990	(18332391 ) 0.0 25229
14055947	() 0.0 25229
14058003	(51612542 ) 0.0 25229
14058158	(36634615 ) 0.0 25229
14059641	(35034647 16696268 ) 0.0 25229
14059728	(4026171 1295261 ) 0.0 25229
14061431	(11013202 ) 0.0 25229
14063340	(16454410 55698511 ) 0.0 25229
14068189	(29058243 ) 0.0 25229
14069083	(13631132 ) 0.0 25229
14069394	(26710480 14441335 11961192 40642977 15356324 28580811 20957000 15535360 27991280 14514411 ) 0.0 25229
14073710	(16826653 14430421 ) 0.0 25229
14075192	(14747867 ) 0.0 25229
14075803	(24739869 ) 0.0 25229
14078275	(816954 ) 0.0 25229
14080581	() 0.0 25229
14081288	(43500641 53641340 1035491 ) 0.0 25229
14082641	(12406922 ) 0.0 25229
14085790	(8858932 ) 0.0 25229
14086694	() 0.0 25229
14086953	(1035491 ) 0.0 25229
14089286	() 0.0 25229
14090495	(1584901 6968082 14678004 18309438 ) 0.0 25229
14091341	() 0.0 25229
14091745	() 0.0 25229
14091897	(12408632 26674033 ) 0.0 25229
14092382	(7995352 ) 0.0 25229
14093505	(14317972 ) 0.0 25229
14093593	(15790741 ) 0.0 25229
14094036	(32349395 ) 0.0 25229
14097038	(20676948 24043711 ) 0.0 25229
14097712	(47610027 ) 0.0 25229
14098279	(6246832 ) 0.0 25229
14100985	(20411923 6149552 ) 0.0 25229
14102948	(50392850 ) 0.0 25229
14108314	(57186739 ) 0.0 25229
14108534	(14819364 ) 0.0 25229
14109044	() 0.0 25229
14109612	(816954 ) 0.0 25229
14112425	(17602896 ) 0.0 25229
1411281	(36715211 16565308 ) 0.0 25229
14113167	() 0.0 25229
14113929	(17733956 ) 0.0 25229
14114203	(17900444 ) 0.0 25229
14114554	(51478377 7280572 37570584 15322803 ) 0.0 25229
14115207	() 0.0 25229
14115365	(21268657 23668206 39263238 17882656 14641650 20575748 ) 0.0 25229
14116911	(6246832 ) 0.0 25229
14117661	(57772889 37631608 16458639 ) 0.0 25229
14118247	(41007942 7768622 ) 0.0 25229
14118563	(4930811 3411731 ) 0.0 25229
14120079	() 0.0 25229
14120279	() 0.0 25229
14121929	(19072597 20147059 18388767 15336933 12518282 30272764 ) 0.0 25229
14124234	(17453563 32841991 ) 0.0 25229
14126164	() 0.0 25229
14128315	(16404741 15250162 23007468 14821347 14297336 33764890 49056745 51615168 18765489 ) 0.0 25229
14129412	(19103855 6023362 ) 0.0 25229
14129522	(53603832 15924542 ) 0.0 25229
14129600	(53786192 56704426 ) 0.0 25229
14130408	(15805555 ) 0.0 25229
14131628	(797844 47909960 ) 0.0 25229
14136886	(1403261 3262301 10471772 10473582 14204391 14467351 14569735 14821347 15448838 15451854 15477298 16335920 16387793 16404741 16454410 16478093 16917891 17132098 17680260 18193543 18559168 18765489 18779656 20410266 23007468 23123427 23668206 24928817 25497062 1035491 25535964 26816483 27052060 28131724 30808059 32659639 35828499 38461590 39271383 40537978 42754488 49611963 49699899 50150226 52858102 ) 0.0 25229
14138068	(14719619 ) 0.0 25229
14138200	() 0.0 25229
14138443	(17197049 ) 0.0 25229
14141063	(19556065 29044420 38383497 ) 0.0 25229
14141327	() 0.0 25229
14141476	(21943281 ) 0.0 25229
14142371	(14218228 ) 0.0 25229
14144167	(51724241 ) 0.0 25229
14144487	(19280192 19723418 53109956 52876450 51631515 46825456 46240296 46090350 45583108 41805817 37474139 36019258 35751237 35595236 33545031 32053130 31606211 30336330 30166777 29429174 26251204 25741057 24535680 24232625 23646132 23621572 21961264 2158191 7944622 8460332 20567195 20294193 11859822 14210865 15356324 15386589 15713200 15895028 16195565 16412367 16924832 18464937 18700463 18837053 18970404 ) 0.0 25229
14144885	(7768622 14467351 ) 0.0 25229
14145292	(56073647 38711593 ) 0.0 25229
14148162	(23739627 ) 0.0 25229
14148898	(14574514 29058243 ) 0.0 25229
14152427	(16404741 16711640 20567195 28377232 15565558 14204391 45005788 48423459 ) 0.0 25229
14152762	(27071754 51929121 14887874 51125740 41113556 34882813 30926220 10083252 ) 0.0 25229
14161775	(16160365 ) 0.0 25229
14163828	(16702633 ) 0.0 25229
14164018	(16870359 ) 0.0 25229
14164208	(19765073 ) 0.0 25229
14164650	(12487002 ) 0.0 25229
14166926	() 0.0 25229
14168970	(30084258 21121237 19291892 14189586 5918802 1035491 ) 0.0 25229
14171045	() 0.0 25229
14173840	(1584901 45888925 32423101 16195565 23668206 18050020 17329107 17226079 16454410 ) 0.0 25229
14173901	(14641650 ) 0.0 25229
14173971	(1035491 10473582 14569735 14821347 17329107 19263152 47050630 51615168 ) 0.0 25229
14174685	(22088677 ) 0.0 25229
14175903	(19647578 ) 0.0 25229
14176055	(16985554 15353617 ) 0.0 25229
14177145	(48789556 ) 0.0 25229
14178572	() 0.0 25229
14178941	() 0.0 25229
14179684	(44092451 49418526 20325159 32659639 ) 0.0 25229
14180259	(56088969 25143264 46195294 ) 0.0 25229
14181352	(18733132 ) 0.0 25229
14183464	(34758979 14518694 18237584 20418263 ) 0.0 25229
14184884	(18572199 ) 0.0 25229
14186891	(35223681 ) 0.0 25229
14187553	(48825628 34634817 25236841 22427930 18696953 16711640 ) 0.0 25229
14189586	(14168970 15079798 ) 0.0 25229
14189587	(47675454 20748991 ) 0.0 25229
14191104	() 0.0 25229
14191395	(17197049 16957156 38697088 27192334 21425653 20689443 18033084 17468802 ) 0.0 25229
14192821	(6023362 ) 0.0 25229
14193422	(50251956 ) 0.0 25229
14194355	(39873873 ) 0.0 25229
14195748	(14557619 ) 0.0 25229
14197398	(19907541 ) 0.0 25229
14197615	() 0.0 25229
14204391	(43166347 45216859 25928277 32591293 19508228 16335920 14136886 14152427 15713200 ) 0.0 25229
14207589	(15939169 ) 0.0 25229
14208575	(21179255 18837053 46337911 ) 0.0 25229
14208633	(28193089 9551802 35242949 16506060 ) 0.0 25229
14210865	(14144487 14404554 ) 0.0 25229
14210890	(37620948 ) 0.0 25229
14211032	(44014060 46858446 47295095 43692320 38032856 30196680 ) 0.0 25229
14211663	(13898542 50518645 18670261 20840564 ) 0.0 25229
14212596	() 0.0 25229
14213537	() 0.0 25229
14214363	() 0.0 25229
14214661	(56932280 23123427 ) 0.0 25229
14214945	(5109561 17247687 19437853 20040186 ) 0.0 25229
14216066	(40238516 40436892 ) 0.0 25229
14216115	() 0.0 25229
14216278	(28919445 ) 0.0 25229
14218228	(14142371 ) 0.0 25229
14220773	() 0.0 25229
14220834	(51929121 ) 0.0 25229
14221319	(16691015 ) 0.0 25229
14221838	(37528326 29849706 7914982 48975850 22023199 ) 0.0 25229
14224614	(5918802 15963374 ) 0.0 25229
14226113	(22208610 ) 0.0 25229
14229430	(16003225 25717416 16335920 ) 0.0 25229
14230180	(14308943 ) 0.0 25229
14231086	() 0.0 25229
14231885	(47646446 ) 0.0 25229
14232716	(50905208 ) 0.0 25229
14232768	(39212961 ) 0.0 25229
14233693	() 0.0 25229
14236210	(20625644 1385451 ) 0.0 25229
14236288	(14052990 16930172 37891676 57796552 ) 0.0 25229
14236559	(7280572 ) 0.0 25229
14236902	(49268299 ) 0.0 25229
14237208	(14430923 17350163 ) 0.0 25229
14239425	() 0.0 25229
14242189	(39166130 ) 0.0 25229
14243298	(6326502 ) 0.0 25229
14244513	(58800319 ) 0.0 25229
14245263	(12958122 ) 0.0 25229
14245368	(8222182 22323134 ) 0.0 25229
14245483	(37620948 26727935 ) 0.0 25229
14245505	(13492492 45888925 20575748 18168794 16335920 ) 0.0 25229
14246558	(13492492 ) 0.0 25229
14246723	(50138550 35870952 ) 0.0 25229
14249662	() 0.0 25229
14250046	(7898462 16454410 ) 0.0 25229
14251709	(32669188 ) 0.0 25229
14251931	(14441939 ) 0.0 25229
14252623	(57577936 ) 0.0 25229
14253908	() 0.0 25229
14254453	(28919445 ) 0.0 25229
1425731	(5819362 ) 0.0 25229
14257808	(10473582 14660419 14821347 15906442 18480808 20410266 28784311 34552831 37889873 ) 0.0 25229
14260050	(46329937 48879125 ) 0.0 25229
14260541	() 0.0 25229
14261010	() 0.0 25229
14263581	() 0.0 25229
14264516	(22967466 ) 0.0 25229
14264848	(22083 ) 0.0 25229
14266448	(16592359 14569735 32859224 22832476 ) 0.0 25229
14269124	(47514004 ) 0.0 25229
14269546	(41624054 16957688 ) 0.0 25229
14270675	() 0.0 25229
1427321	(817200 14969532 15893110 ) 0.0 25229
14273520	(16625432 ) 0.0 25229
14274762	(19482545 ) 0.0 25229
14275740	(40065751 ) 0.0 25229
14278066	(8691722 11970082 13540812 15458364 16820257 17224142 18310775 18909758 18911420 19096634 20625644 22333921 25809929 31093186 35795407 40065751 41058076 41918388 ) 0.0 25229
14280302	(44388433 11970082 16826653 17174446 27192334 28124087 29440826 44052131 ) 0.0 25229
14280416	(20636964 13076502 ) 0.0 25229
14281112	(15882870 ) 0.0 25229
14281938	(765775 10083252 44864483 32158937 16666619 ) 0.0 25229
14283681	(22832476 ) 0.0 25229
14285063	(13908202 15729808 12716 1281581 ) 0.0 25229
14287984	(6634482 ) 0.0 25229
14291634	(17288567 ) 0.0 25229
14291967	(849791 ) 0.0 25229
14292430	() 0.0 25229
14294113	(37909562 ) 0.0 25229
14294227	() 0.0 25229
14297084	(37620948 15015455 ) 0.0 25229
14297336	(14745185 14128315 11595562 16550335 16634295 42275885 14590533 ) 0.0 25229
14298048	(5918802 ) 0.0 25229
14298055	() 0.0 25229
14298715	() 0.0 25229
14299545	(14299777 ) 0.0 25229
14299777	(23202312 15900040 15322803 14299545 ) 0.0 25229
14300301	(32214118 ) 0.0 25229
14302008	(42717942 27433377 ) 0.0 25229
14305666	(14896618 13076502 ) 0.0 25229
14306768	(6634482 ) 0.0 25229
14307869	(7136302 14903139 18110220 28474199 ) 0.0 25229
14308943	(14230180 ) 0.0 25229
14311730	(6023362 48911734 ) 0.0 25229
14313720	() 0.0 25229
14314020	(30980292 ) 0.0 25229
14317198	(38308861 ) 0.0 25229
14317242	(16346010 ) 0.0 25229
14317415	(15548275 ) 0.0 25229
14317972	(20788082 34481089 41044268 15021827 16480411 ) 0.0 25229
14318129	(30274536 ) 0.0 25229
14322415	(48752769 15386589 ) 0.0 25229
14323417	(17602896 7768622 ) 0.0 25229
14324752	(18249613 ) 0.0 25229
14325968	(31445581 ) 0.0 25229
14326763	(40534907 ) 0.0 25229
14327544	() 0.0 25229
14331839	(41119362 44865802 49209499 5974052 ) 0.0 25229
14332029	() 0.0 25229
14333303	(7210882 ) 0.0 25229
14333474	(9998012 15535360 18675263 ) 0.0 25229
14335956	(30050014 ) 0.0 25229
14336575	(16043966 ) 0.0 25229
14339632	() 0.0 25229
14339667	(26044991 47686366 19723418 ) 0.0 25229
14344878	(49723331 ) 0.0 25229
14345760	(24056034 ) 0.0 25229
14345825	(22856575 ) 0.0 25229
14346231	(25728496 ) 0.0 25229
14351574	(28885259 15535946 ) 0.0 25229
14352854	(11949442 ) 0.0 25229
14354318	() 0.0 25229
14355153	(18367824 ) 0.0 25229
14356909	(43093039 ) 0.0 25229
14359883	() 0.0 25229
14361474	() 0.0 25229
14361570	(20625073 ) 0.0 25229
14362849	(37537801 ) 0.0 25229
1436551	(19595488 17517978 17329107 15937933 15448838 1035491 ) 0.0 25229
14366880	(40486214 12461132 14598850 43053339 40799386 ) 0.0 25229
14367902	(45958023 53591358 5918802 22595168 22602951 25547480 ) 0.0 25229
14368532	(11289162 11430852 ) 0.0 25229
14368665	(2000931 15972551 ) 0.0 25229
14368831	(19562167 57582523 39342513 ) 0.0 25229
14370490	(15221646 20031862 ) 0.0 25229
14371136	(16404741 34849545 23645224 17584179 17329107 4508261 7221182 1035491 14821347 ) 0.0 25229
14371191	(17232678 ) 0.0 25229
14371282	(16444268 44747982 41252706 29717582 9073242 6243822 ) 0.0 25229
14376186	(16821262 21350451 ) 0.0 25229
14376232	(19599271 22089234 39115770 ) 0.0 25229
14376279	() 0.0 25229
14378480	() 0.0 25229
